[03/09/2014 18:42:41] /newtype 2210
[03/09/2014 18:42:43] /newtype 1660
[03/09/2014 18:42:45] /newtype 1665
[03/09/2014 18:42:47] /newtype 1664
[03/09/2014 18:42:48] /newtype 1663
[03/09/2014 18:42:48] /newtype 1662
[03/09/2014 18:42:51] /newtype 1661
[03/09/2014 18:42:54] /newtype 1660
[03/09/2014 18:42:57] /newtype 1659
[03/09/2014 18:42:58] /newtype 1658
[03/09/2014 18:43:10] /newtype 1659
[03/09/2014 18:43:12] /newtype 1658
[03/09/2014 18:43:20] /r
[03/09/2014 18:45:29] /goto atirador
[03/09/2014 18:46:19] /r
[03/09/2014 18:47:13] /newtype 1658
[03/09/2014 18:47:24] /newtype 1658, explorer
[03/09/2014 18:47:46] /newtype 1658, explorer
[03/09/2014 18:49:10] /goto explorer
[03/09/2014 18:49:59] /m caterpie
[03/09/2014 18:50:03] /m caterpie
[03/09/2014 18:50:04] /goto explorer
[03/09/2014 18:50:05] /m caterpie
[03/09/2014 18:50:06] /m caterpie
[03/09/2014 18:50:07] /m caterpie
[03/09/2014 18:50:08] /m caterpie
[03/09/2014 18:50:09] /m caterpie
[03/09/2014 18:50:10] /m caterpie
[03/09/2014 18:50:10] /m caterpie
[03/09/2014 18:50:12] /m caterpie
[03/09/2014 18:50:13] /m caterpie
[03/09/2014 18:50:14] /m caterpie
[03/09/2014 18:50:15] /m caterpie
[03/09/2014 18:50:16] /m caterpie
[03/09/2014 18:50:17] /m caterpie
[03/09/2014 18:50:19] /m caterpie
[03/09/2014 18:51:46] /goto explorer
[03/09/2014 18:51:50] /goto explorer
[03/09/2014 18:51:52] /goto explorer
[03/09/2014 18:51:54] /goto explorer
[03/09/2014 18:51:54] /goto explorer
[03/09/2014 18:51:55] /goto explorer
[03/09/2014 18:51:55] /goto explorer
[03/09/2014 18:51:56] /goto explorer
[03/09/2014 18:51:56] /goto explorer
[03/09/2014 18:51:57] /goto explorer
[03/09/2014 18:51:57] /goto explorer
[03/09/2014 18:51:58] /goto explorer
[03/09/2014 18:51:58] /goto explorer
[03/09/2014 18:53:34] /i revive
[03/09/2014 18:53:35] /i revive
[03/09/2014 18:53:38] /goto explorer
[03/09/2014 18:53:45] /r
[03/09/2014 19:07:10] /goto explorer
[03/09/2014 19:10:32] /goto explorer
[03/09/2014 19:10:47] /c explorer
[03/09/2014 19:18:56] /goto explorer
[03/09/2014 19:19:14] /newtype 1658, explorer
[03/09/2014 19:20:04] /goto explorer
[03/09/2014 19:27:34] /goto explorer
[03/09/2014 19:27:37] /goto explorer
[03/09/2014 19:28:38] /goto explorer
[03/09/2014 19:28:42] /i fire stone
[03/09/2014 19:30:28] /goto explorer
[03/09/2014 19:30:37] /newtype 1650
[03/09/2014 19:30:41] /newtype 168
[03/09/2014 19:30:43] /newtype 1690
[03/09/2014 19:30:48] /newtype 1691
[03/09/2014 19:36:04] /i ultra ball
[03/09/2014 19:36:07] /goto atirador
[03/09/2014 19:36:11] /goto explorer
[03/09/2014 19:37:52] /t
[03/09/2014 19:38:10] /i water gem
[03/09/2014 19:48:05] /m onix
[03/09/2014 19:48:12] /m onix
[03/09/2014 19:48:13] /m onix
[03/09/2014 19:48:14] /m onix
[03/09/2014 19:48:15] /m onix
[03/09/2014 19:48:16] /m onix
[03/09/2014 19:48:17] /m onix
[03/09/2014 19:48:17] /m onix
[03/09/2014 19:48:18] /m onix
[03/09/2014 19:48:45] /m onix
[03/09/2014 19:48:47] /m onix
[03/09/2014 19:48:48] /m onix
[03/09/2014 19:48:48] /m onix
[03/09/2014 19:48:49] /m onix
[03/09/2014 19:48:50] /m onix
[03/09/2014 19:48:50] /m onix
[03/09/2014 19:48:51] /m onix
[03/09/2014 19:50:01] /m onix
[03/09/2014 19:50:02] /m onix
[03/09/2014 19:50:02] /m onix
[03/09/2014 19:50:02] /m onix
[03/09/2014 19:50:02] /m onix
[03/09/2014 19:50:02] /m onix
[03/09/2014 19:50:02] /m onix
[03/09/2014 19:50:03] /m onix
[03/09/2014 19:50:03] /m onix
[03/09/2014 19:50:03] /m onix
[03/09/2014 19:50:03] /m onix
[03/09/2014 19:50:03] /m onix
[03/09/2014 19:50:03] /m onix
[03/09/2014 19:50:04] /m onix
[03/09/2014 19:50:04] /m onix
[03/09/2014 19:50:04] /m onix
[03/09/2014 19:50:04] /m onix
[03/09/2014 19:50:04] /m onix
[03/09/2014 19:50:04] /m onix
[03/09/2014 19:50:05] /m onix
[03/09/2014 19:50:05] /m onix
[03/09/2014 19:50:05] /m onix
[03/09/2014 19:50:05] /m onix
[03/09/2014 19:50:05] /m onix
[03/09/2014 19:50:06] /m onix
[03/09/2014 19:50:06] /m onix
[03/09/2014 19:50:06] /m onix
[03/09/2014 19:50:06] /m onix
[03/09/2014 19:50:06] /m onix
[03/09/2014 19:50:06] /m onix
[03/09/2014 19:50:07] /m onix
[03/09/2014 19:50:07] /m onix
[03/09/2014 19:50:07] /m onix
[03/09/2014 19:50:07] /m onix
[03/09/2014 19:50:07] /m onix
[03/09/2014 19:50:08] /m onix
[03/09/2014 19:50:08] /m onix
[03/09/2014 19:50:08] /m onix
[03/09/2014 19:50:08] /m onix
[03/09/2014 19:50:08] /m onix
[03/09/2014 19:50:09] /m onix
[03/09/2014 19:50:09] /m onix
[03/09/2014 19:50:09] /m onix
[03/09/2014 19:50:09] /m onix
[03/09/2014 19:50:09] /m onix
[03/09/2014 19:50:10] /m onix
[03/09/2014 19:50:10] /m onix
[03/09/2014 19:50:10] /m onix
[03/09/2014 19:50:10] /m onix
[03/09/2014 19:50:10] /m onix
[03/09/2014 19:50:11] /m onix
[03/09/2014 19:50:11] /m onix
[03/09/2014 19:50:11] /m onix
[03/09/2014 19:50:11] /m onix
[03/09/2014 19:50:11] /m onix
[03/09/2014 19:50:12] /m onix
[03/09/2014 19:50:12] /m onix
[03/09/2014 19:50:12] /m onix
[03/09/2014 19:50:12] /m onix
[03/09/2014 19:50:12] /m onix
[03/09/2014 19:50:12] /m onix
[03/09/2014 19:50:13] /m onix
[03/09/2014 19:50:13] /m onix
[03/09/2014 19:50:14] /m onix
[03/09/2014 19:50:14] /m onix
[03/09/2014 19:50:14] /m onix
[03/09/2014 19:50:15] /m onix
[03/09/2014 19:50:15] /m onix
[03/09/2014 19:50:15] /m onix
[03/09/2014 19:50:15] /m onix
[03/09/2014 19:50:15] /m onix
[03/09/2014 19:50:15] /m onix
[03/09/2014 19:50:16] /m onix
[03/09/2014 19:50:16] /m onix
[03/09/2014 19:50:16] /m onix
[03/09/2014 19:50:16] /m onix
[03/09/2014 19:50:20] /m onix
[03/09/2014 19:50:20] /m onix
[03/09/2014 19:50:21] /m onix
[03/09/2014 19:50:21] /m onix
[03/09/2014 19:50:21] /m onix
[03/09/2014 19:50:21] /m onix
[03/09/2014 19:50:21] /m onix
[03/09/2014 19:50:22] /m onix
[03/09/2014 19:50:22] /m onix
[03/09/2014 19:50:22] /m onix
[03/09/2014 19:50:22] /m onix
[03/09/2014 19:50:22] /m onix
[03/09/2014 19:50:22] /m onix
[03/09/2014 19:50:22] /m onix
[03/09/2014 19:50:22] /m onix
[03/09/2014 19:50:22] /m onix
[03/09/2014 19:50:22] /m onix
[03/09/2014 19:50:23] /m onix
[03/09/2014 19:50:23] /m onix
[03/09/2014 19:51:06] /i ultra ball
[03/09/2014 19:51:08] /i ultra ball
[03/09/2014 19:51:08] /i ultra ball
[03/09/2014 19:51:11] /m onix
[03/09/2014 19:51:11] /m onix
[03/09/2014 19:51:11] /m onix
[03/09/2014 19:51:11] /m onix
[03/09/2014 19:51:11] /m onix
[03/09/2014 19:51:12] /m onix
[03/09/2014 19:51:12] /m onix
[03/09/2014 19:51:12] /m onix
[03/09/2014 19:51:12] /m onix
[03/09/2014 19:51:12] /m onix
[03/09/2014 19:51:12] /m onix
[03/09/2014 19:51:13] /m onix
[03/09/2014 19:51:13] /m onix
[03/09/2014 19:51:13] /m onix
[03/09/2014 19:51:13] /m onix
[03/09/2014 19:51:13] /m onix
[03/09/2014 19:51:13] /m onix
[03/09/2014 19:51:14] /m onix
[03/09/2014 19:51:14] /m onix
[03/09/2014 19:51:14] /m onix
[03/09/2014 19:51:14] /m onix
[03/09/2014 19:51:14] /m onix
[03/09/2014 19:51:14] /m onix
[03/09/2014 19:51:15] /m onix
[03/09/2014 19:51:15] /m onix
[03/09/2014 19:51:15] /m onix
[03/09/2014 19:51:15] /m onix
[03/09/2014 19:51:15] /m onix
[03/09/2014 19:52:12] /m onix
[03/09/2014 19:52:13] /m onix
[03/09/2014 19:52:13] /m onix
[03/09/2014 19:52:13] /m onix
[03/09/2014 19:52:13] /m onix
[03/09/2014 19:52:14] /m onix
[03/09/2014 19:52:14] /m onix
[03/09/2014 19:52:14] /m onix
[03/09/2014 19:52:14] /m onix
[03/09/2014 19:52:14] /m onix
[03/09/2014 19:52:15] /m onix
[03/09/2014 19:52:15] /m onix
[03/09/2014 19:52:15] /m onix
[03/09/2014 19:52:15] /m onix
[03/09/2014 19:52:15] /m onix
[03/09/2014 19:52:16] /m onix
[03/09/2014 19:52:16] /m onix
[03/09/2014 19:52:16] /m onix
[03/09/2014 19:52:16] /m onix
[03/09/2014 19:52:16] /m onix
[03/09/2014 19:52:17] /m onix
[03/09/2014 19:52:17] /m onix
[03/09/2014 19:52:17] /m onix
[03/09/2014 19:52:17] /m onix
[03/09/2014 19:52:18] /m onix
[03/09/2014 19:52:18] /m onix
[03/09/2014 19:52:18] /m onix
[03/09/2014 19:52:18] /m onix
[03/09/2014 19:52:19] /m onix
[03/09/2014 19:52:19] /m onix
[03/09/2014 19:52:19] /m onix
[03/09/2014 19:52:19] /m onix
[03/09/2014 19:52:19] /m onix
[03/09/2014 19:52:20] /m onix
[03/09/2014 19:52:37] /m charizard
[03/09/2014 19:52:39] /m charizard
[03/09/2014 19:52:39] /m charizard
[03/09/2014 19:52:39] /m charizard
[03/09/2014 19:52:39] /m charizard
[03/09/2014 19:52:39] /m charizard
[03/09/2014 19:52:40] /m charizard
[03/09/2014 19:52:40] /m charizard
[03/09/2014 19:52:40] /m charizard
[03/09/2014 19:52:40] /m charizard
[03/09/2014 19:52:40] /m charizard
[03/09/2014 19:52:40] /m charizard
[03/09/2014 19:52:41] /m charizard
[03/09/2014 19:52:41] /m charizard
[03/09/2014 19:52:41] /m charizard
[03/09/2014 19:52:51] /m charizard
[03/09/2014 19:52:51] /m charizard
[03/09/2014 19:52:52] /m charizard
[03/09/2014 19:52:52] /m charizard
[03/09/2014 19:52:52] /m charizard
[03/09/2014 19:52:52] /m charizard
[03/09/2014 19:52:53] /m charizard
[03/09/2014 19:52:53] /m charizard
[03/09/2014 19:52:53] /m charizard
[03/09/2014 19:52:53] /m charizard
[03/09/2014 19:52:53] /m charizard
[03/09/2014 19:52:53] /m charizard
[03/09/2014 19:52:53] /m charizard
[03/09/2014 19:52:53] /m charizard
[03/09/2014 19:52:53] /m charizard
[03/09/2014 19:52:53] /m charizard
[03/09/2014 19:52:53] /m charizard
[03/09/2014 19:52:53] /m charizard
[03/09/2014 19:52:53] /m charizard
[03/09/2014 19:52:53] /m charizard
[03/09/2014 19:52:53] /m charizard
[03/09/2014 19:52:53] /m charizard
[03/09/2014 19:52:53] /m charizard
[03/09/2014 19:52:53] /m charizard
[03/09/2014 19:52:53] /m charizard
[03/09/2014 19:52:53] /m charizard
[03/09/2014 19:52:53] /m charizard
[03/09/2014 19:52:53] /m charizard
[03/09/2014 19:52:53] /m charizard
[03/09/2014 19:52:53] /m charizard
[03/09/2014 19:52:53] /m charizard
[03/09/2014 19:52:54] /m charizard
[03/09/2014 19:52:54] /m charizard
[03/09/2014 19:52:54] /m charizard
[03/09/2014 19:52:54] /m charizard
[03/09/2014 19:52:54] /m charizard
[03/09/2014 19:52:54] /m charizard
[03/09/2014 19:52:54] /m charizard
[03/09/2014 19:52:54] /m charizard
[03/09/2014 19:52:54] /m charizard
[03/09/2014 19:52:54] /m charizard
[03/09/2014 19:52:54] /m charizard
[03/09/2014 19:52:54] /m charizard
[03/09/2014 19:52:54] /m charizard
[03/09/2014 19:52:54] /m charizard
[03/09/2014 19:52:54] /m charizard
[03/09/2014 19:52:54] /m charizard
[03/09/2014 19:52:54] /m charizard
[03/09/2014 19:52:54] /m charizard
[03/09/2014 19:52:54] /m charizard
[03/09/2014 19:52:54] /m charizard
[03/09/2014 19:52:54] /m charizard
[03/09/2014 19:52:54] /m charizard
[03/09/2014 19:52:54] /m charizard
[03/09/2014 19:52:54] /m charizard
[03/09/2014 19:52:54] /m charizard
[03/09/2014 19:52:54] /m charizard
[03/09/2014 19:52:54] /m charizard
[03/09/2014 19:52:54] /m charizard
[03/09/2014 19:52:54] /m charizard
[03/09/2014 19:52:54] /m charizard
[03/09/2014 19:52:55] /m charizard
[03/09/2014 19:52:55] /m charizard
[03/09/2014 19:52:55] /m charizard
[03/09/2014 19:52:55] /m charizard
[03/09/2014 19:52:55] /m charizard
[03/09/2014 19:52:55] /m charizard
[03/09/2014 19:52:55] /m charizard
[03/09/2014 19:52:55] /m charizard
[03/09/2014 19:52:55] /m charizard
[03/09/2014 19:52:55] /m charizard
[03/09/2014 19:52:55] /m charizard
[03/09/2014 19:52:55] /m charizard
[03/09/2014 19:52:55] /m charizard
[03/09/2014 19:52:55] /m charizard
[03/09/2014 19:52:55] /m charizard
[03/09/2014 19:52:55] /m charizard
[03/09/2014 19:52:55] /m charizard
[03/09/2014 19:52:55] /m charizard
[03/09/2014 19:52:55] /m charizard
[03/09/2014 19:52:55] /m charizard
[03/09/2014 19:52:55] /m charizard
[03/09/2014 19:52:55] /m charizard
[03/09/2014 19:52:55] /m charizard
[03/09/2014 19:52:55] /m charizard
[03/09/2014 19:52:55] /m charizard
[03/09/2014 19:52:55] /m charizard
[03/09/2014 19:52:55] /m charizard
[03/09/2014 19:52:55] /m charizard
[03/09/2014 19:52:55] /m charizard
[03/09/2014 19:52:55] /m charizard
[03/09/2014 19:52:56] /m charizard
[03/09/2014 19:52:56] /m charizard
[03/09/2014 19:52:56] /m charizard
[03/09/2014 19:52:56] /m charizard
[03/09/2014 19:52:56] /m charizard
[03/09/2014 19:52:56] /m charizard
[03/09/2014 19:52:56] /m charizard
[03/09/2014 19:52:56] /m charizard
[03/09/2014 19:52:56] /m charizard
[03/09/2014 19:52:56] /m charizard
[03/09/2014 19:52:56] /m charizard
[03/09/2014 19:52:56] /m charizard
[03/09/2014 19:52:56] /m charizard
[03/09/2014 19:52:56] /m charizard
[03/09/2014 19:52:56] /m charizard
[03/09/2014 19:52:56] /m charizard
[03/09/2014 19:52:56] /m charizard
[03/09/2014 19:52:56] /m charizard
[03/09/2014 19:52:56] /m charizard
[03/09/2014 19:52:56] /m charizard
[03/09/2014 19:52:56] /m charizard
[03/09/2014 19:52:56] /m charizard
[03/09/2014 19:52:56] /m charizard
[03/09/2014 19:52:56] /m charizard
[03/09/2014 19:52:56] /m charizard
[03/09/2014 19:52:56] /m charizard
[03/09/2014 19:52:56] /m charizard
[03/09/2014 19:52:56] /m charizard
[03/09/2014 19:52:56] /m charizard
